Date,Open,High,Low,Close,Adj Close,Volume
2007-09-17,6898,6977.200195,6843,6897.100098,6897.100098,0
2007-09-18,6921.149902,7078.950195,6883.600098,7059.649902,7059.649902,0
2007-09-19,7111,7419.350098,7111,7401.850098,7401.850098,0
2007-09-20,7404.950195,7462.899902,7343.600098,7390.149902,7390.149902,0
2007-09-21,7378.299805,7506.350098,7367.149902,7464.5,7464.5,0
2007-09-24,7514.399902,7661.049805,7514.399902,7650.899902,7650.899902,0
2007-09-25,7658.5,7694.25,7490.200195,7629.149902,7629.149902,0
2007-09-26,7647.100098,7829.850098,7591.799805,7755.899902,7755.899902,0
2007-09-27,7804.549805,7866.5,7747.100098,7833.649902,7833.649902,0
2007-09-28,7838.25,8082.850098,7836.049805,8042.200195,8042.200195,0
2007-10-01,8008.549805,8085.149902,7913.299805,7987.5,7987.5,0
2007-10-03,8029.799805,8235.799805,7820.25,8097.899902,8097.899902,0
2007-10-04,8083.299805,8086.700195,7828.649902,8035.899902,8035.899902,0
2007-10-05,8038.100098,8066.549805,7789.700195,7845.25,7845.25,0
2007-10-08,7853.149902,7935.450195,7516.450195,7626.399902,7626.399902,0
2007-10-09,7580.899902,7916.450195,7535.049805,7895.850098,7895.850098,0
2007-10-10,7960.649902,8081.049805,7907.350098,8030.649902,8030.649902,0
2007-10-11,8054.299805,8177.75,8005.5,8158.799805,8158.799805,0
2007-10-12,8093.649902,8132.100098,7889.799805,7934,7934,0
2007-10-15,7962.549805,8306.349609,7962.549805,8286.299805,8286.299805,0
2007-10-16,8361.400391,8491.650391,8240.299805,8452.200195,8452.200195,0
2007-10-17,8071.549805,8218.099609,7641.5,8099.899902,8099.899902,0
2007-10-18,8055.149902,8192.450195,7519.700195,7608.75,7608.75,0
2007-10-19,7637.399902,7718.899902,7279.299805,7423.799805,7423.799805,0
2007-10-22,7374.350098,7621.649902,7289.200195,7568,7568,0
2007-10-23,7621.049805,8118.75,7621.049805,8101.100098,8101.100098,0
2007-10-24,8167.950195,8276.650391,8058.549805,8228.650391,8228.650391,0
2007-10-25,8228.200195,8528.25,8185.549805,8428.650391,8428.650391,0
2007-10-26,8426.400391,8804.900391,8257.049805,8749.900391,8749.900391,0
2007-10-29,8918.049805,9122.349609,8865.650391,9000.75,9000.75,0
2007-10-30,9024.549805,9237.799805,8832.5,8934.150391,8934.150391,0
2007-10-31,8906.299805,9116.799805,8839.400391,9013.150391,9013.150391,0
2007-11-01,9220.400391,9358,9032.700195,9198.599609,9198.599609,0
2007-11-02,8953.400391,9610.700195,8898.200195,9560.700195,9560.700195,0
2007-11-05,9549.799805,9692.5,9346.25,9397.549805,9397.549805,0
2007-11-06,9383.549805,9550.650391,9129.849609,9216.299805,9216.299805,0
2007-11-07,9215.400391,9388.049805,9049.650391,9090.200195,9090.200195,0
2007-11-08,9090.799805,9090.799805,8816.950195,8876.25,8876.25,0
2007-11-12,8596.150391,8819.900391,8429.349609,8758.200195,8758.200195,0
2007-11-13,8761.349609,9149,8642.849609,9060,9060,0
2007-11-14,9230.650391,9651.849609,9230.650391,9613.049805,9613.049805,0
2007-11-15,9560.200195,9601.450195,9422.349609,9454.700195,9454.700195,0
2007-11-16,9476.849609,9538.650391,9272.349609,9474.150391,9474.150391,0
2007-11-19,9541.099609,9595.450195,9367.849609,9396.25,9396.25,0
2007-11-20,9356.400391,9574.849609,9210.099609,9277.849609,9277.849609,0
2007-11-21,9272.200195,9291.650391,8766.349609,8829.799805,8829.799805,0
2007-11-22,8835.25,9084.200195,8650,8998.799805,8998.799805,0
2007-11-23,9051.75,9127.599609,8821.150391,8977.900391,8977.900391,0
2007-11-26,9136.049805,9255.049805,9093.400391,9122.450195,9122.450195,0
2007-11-27,9087.599609,9098.950195,8977.950195,9070.75,9070.75,0
2007-11-28,9043.599609,9216.150391,8938.099609,8970.849609,8970.849609,0
2007-11-29,9124.799805,9273.25,9063.25,9124.400391,9124.400391,0
